0,0,0
0.246144,13.3977,0
0.246144,13.3977,1770.83
0.078336,0.70128,1770.83
0.078336,0.70128,51.3305
0.195808,0.689152,51.3305
0.195808,0.689152,51.6241
0.136832,0.667584,51.6241
0.136832,0.667584,52.6544
0.071328,0.904,52.6544
0.071328,0.904,52.2216
0.098496,0.850912,52.2216
0.098496,0.850912,51.5164
0.185248,1.0376,51.5164
0.185248,1.0376,51.8304
0.083296,0.769568,51.8304
0.083296,0.769568,52.1135
0.204576,0.6912,52.1135
0.204576,0.6912,51.6348
0.086944,0.759776,51.6348
0.086944,0.759776,51.4564
0.085408,0.986816,51.4564
0.085408,0.986816,51.7534
0.072032,0.680096,51.7534
0.072032,0.680096,51.3254
0.132928,0.764576,51.3254
0.132928,0.764576,51.5264
0.081824,0.814496,51.5264
0.081824,0.814496,51.7207
0.145184,0.965312,51.7207
0.145184,0.965312,51.8362
0.097952,0.828672,51.8362
0.097952,0.828672,51.5935
0.119136,0.785696,51.5935
0.119136,0.785696,51.7385
0.099968,0.76384,51.7385
0.099968,0.76384,52.9148
0.266688,0.905088,52.9148
0.266688,0.905088,51.6342
0.070752,0.727488,51.6342
0.070752,0.727488,51.2571
0.082816,1.28205,51.2571
0.082816,1.28205,52.1978
0.103648,0.873792,52.1978
0.103648,0.873792,51.7283
0.0728,0.798528,51.7283
0.0728,0.798528,51.2885
0.074752,1.06205,51.2885
0.074752,1.06205,51.872
0.08032,0.823936,51.872
0.08032,0.823936,51.3545
0.1152,0.768928,51.3545
0.1152,0.768928,52.5132
0.106016,1.67885,52.5132
0.106016,1.67885,53.3761
0.082432,0.697408,53.3761
0.082432,0.697408,51.4451
0.0776,0.698208,51.4451
0.0776,0.698208,51.5836
0.11424,1.03846,51.5836
0.11424,1.03846,51.8067
0.07728,1.16189,51.8067
0.07728,1.16189,51.8175
0.080256,0.864256,51.8175
0.080256,0.864256,52.1795
0.09072,0.732224,52.1795
0.09072,0.732224,51.8732
0.08864,3.89117,51.8732
0.08864,3.89117,54.5485
0.094912,3.24518,54.5485
0.094912,3.24518,55.6125
0.198592,0.828128,55.6125
0.198592,0.828128,51.6893
0.108864,0.83808,51.6893
0.108864,0.83808,51.5985
0.115648,0.859296,51.5985
0.115648,0.859296,52.2088
0.102112,1.54253,52.2088
0.102112,1.54253,53.1256
0.147968,1.80486,53.1256
0.147968,1.80486,52.9445
0.111328,1.39907,52.9445
0.111328,1.39907,52.3282
0.110784,0.872576,52.3282
0.110784,0.872576,54.9831
0.127936,0.707456,54.9831
0.127936,0.707456,51.4642
0.090944,0.886432,51.4642
0.090944,0.886432,51.5645
0.975104,0.976288,51.5645
0.975104,0.976288,52.7044
0.104736,0.842624,52.7044
0.104736,0.842624,52.5652
0.117088,0.851552,52.5652
0.117088,0.851552,51.7295
0.095168,0.685792,51.7295
0.095168,0.685792,51.8457
0.097376,0.853856,51.8457
0.097376,0.853856,51.8455
0.102176,2.75158,51.8455
0.102176,2.75158,53.439
0.1656,0.829952,53.439
0.1656,0.829952,51.5747
0.096864,1.12586,51.5747
0.096864,1.12586,52.1241
0.106144,1.31498,52.1241
0.106144,1.31498,53.1181
0.0952,1.2201,53.1181
0.0952,1.2201,52.4669
0.084288,0.897216,52.4669
0.084288,0.897216,52.1238
0.09392,0.85856,52.1238
0.09392,0.85856,51.7676
0.1,0.781888,51.7676
0.1,0.781888,51.3891
0.174816,0.697504,51.3891
0.174816,0.697504,51.9116
0.094016,0.846784,51.9116
0.094016,0.846784,51.6737
0.096672,0.763168,51.6737
0.096672,0.763168,51.7004
0.157984,3.11354,51.7004
0.157984,3.11354,53.7305
0.093856,0.732736,53.7305
0.093856,0.732736,52.0739
0.201472,1.20854,52.0739
0.201472,1.20854,52.1684
0.086752,0.86464,52.1684
0.086752,0.86464,51.6179
0.214688,0.679936,51.6179
0.214688,0.679936,53.8423
0.150656,0.724128,53.8423
0.150656,0.724128,51.7059
0.112,3.95834,51.7059
0.112,3.95834,55.0476
0.105472,0.772032,55.0476
0.105472,0.772032,51.4779
