0,0,0
0.00032,0.69344,0.699168
0.000288,0.46032,0.496704
44.8105,0.577696,45.4168
49.4851,0.683424,50.2038
49.1264,0.539648,49.9478
48.7951,0.796768,49.9164
49.1429,0.607392,49.9253
49.2386,0.674976,49.9788
49.3369,0.449056,49.9452
49.2967,0.535456,49.9145
49.7546,0.410912,50.202
49.3729,0.553792,50.0021
49.3559,0.621248,50.2059
48.9743,0.970816,49.9947
49.1309,0.663328,49.8496
49.5369,0.6408,50.3042
49.2818,0.548032,49.8767
48.9717,1.17581,50.2044
48.6056,4.92122,54.3426
45.9649,0.353504,46.7499
51.1207,2.13546,53.3409
45.1568,2.59725,47.842
46.3388,0.316864,47.183
49.2972,0.631136,50.2553
49.2908,0.388416,49.7254
49.2267,0.516416,49.9137
49.5704,0.377856,50.0517
49.3842,0.591808,50.0889
49.4109,0.681696,50.1481
49.0924,0.776608,50.1153
49.137,0.456992,49.6956
49.1836,0.503552,49.8607
49.5175,0.282976,49.9713
49.4387,0.679136,50.1535
49.5392,0.422112,50.0016
49.4225,0.354624,49.8546
49.6344,0.337184,50.0525
49.253,0.397696,49.7952
49.6833,0.394976,50.1875
49.311,0.585376,49.9666
49.3864,0.488768,49.9559
49.5777,0.373216,50.0042
49.525,0.431904,50.0445
49.2967,0.57984,49.9181
49.535,0.42192,50.0067
49.3575,0.57136,50.0171
49.4484,0.47424,50.0111
49.3932,0.650144,50.0936
49.4561,0.615392,50.1241
49.1093,0.588224,49.7988
49.4749,0.421376,49.9511
49.4612,1.10605,50.6565
49.6384,0.33776,50.0272
47.9304,0.496576,49.2521
49.5761,0.562464,50.2077
49.3425,0.426272,49.8492
49.5577,0.37488,49.984
49.4146,0.563712,50.0375
49.5153,0.3608,50.0526
49.4636,0.368512,49.9264
49.4637,0.651968,50.215
49.1571,0.5984,49.8152
49.5405,0.335232,50.0775
49.4305,0.372768,49.8539
49.7811,0.550304,50.7359
48.6759,0.513504,49.2444
49.7442,0.701984,50.536
49.068,0.625664,49.7498
49.2232,0.358688,49.7223
49.452,0.448896,50.0151
49.7729,0.372064,50.1952
49.5636,0.300416,49.9481
49.3738,0.792256,50.2752
49.0559,0.424608,49.5248
49.625,0.407008,50.1404
49.3861,0.475296,49.9052
49.78,0.316896,50.1571
49.0689,0.524416,49.977
49.5154,0.371648,49.9377
49.4242,0.372832,49.8758
49.3661,0.703808,50.1376
49.2103,0.489632,49.808
49.6021,0.281856,49.9995
49.652,0.313632,50.018
49.826,0.864672,50.744
48.6637,0.413792,49.263
49.6767,0.346144,50.1245
49.3371,1.33187,50.7272
48.8723,0.4088,49.3349
49.2722,0.659328,49.9767
49.7212,0.60928,50.4013
49.0124,0.875648,49.9343
49.0815,0.384896,49.5373
49.3996,0.735328,50.1754
49.3236,0.526784,50.0132
49.7461,0.299008,50.1281
49.5972,0.30256,49.9695
49.1044,0.506464,49.6734
49.2993,0.656896,50.1027
49.565,0.31344,49.9956
49.4577,0.362304,49.9322
