0,0,0,0,0,0,0,0
8.0824,0.000535784,-0.785115,-0.000113076,-2.35613,-0.000270953,1.57118,0.785208
8.13255,0.000659658,-0.785109,-0.000134703,-2.35613,-0.000368287,1.57195,0.785199
8.18276,0.000662095,-0.785107,-0.000136774,-2.35613,-0.000377185,1.57212,0.785189
8.23287,0.000660147,-0.785106,-0.000139066,-2.35613,-0.000379512,1.57212,0.785188
8.28305,0.000663766,-0.785107,-0.000137117,-2.35613,-0.000378823,1.57213,0.785192
8.3332,0.000667385,-0.785109,-0.000135208,-2.35613,-0.000379513,1.57213,0.785187
8.38336,0.000667385,-0.785102,-0.000139944,-2.35613,-0.000376587,1.57212,0.785191
8.43348,0.000669056,-0.785105,-0.000136927,-2.35613,-0.00037975,1.57212,0.785191
8.48372,0.000667385,-0.785103,-0.000140736,-2.35613,-0.000380474,1.57212,0.785192
8.53394,0.000663766,-0.785102,-0.000137114,-2.35613,-0.000378218,1.57212,0.785194
8.5844,0.000667385,-0.785107,-0.000136407,-2.35614,-0.000375019,1.57213,0.785188
8.63453,0.000667385,-0.785107,-0.000136406,-2.35613,-0.000378178,1.57213,0.785188
8.68474,0.000666962,-0.785109,-0.000140736,-2.35613,-0.000380377,1.57213,0.785188
8.73487,0.000670476,-0.785107,-0.000135447,-2.35613,-0.000382894,1.57212,0.785188
8.785,0.000666252,-0.785107,-0.000140736,-2.35613,-0.000384579,1.57213,0.785192
8.83516,0.000669174,-0.785105,-0.00013688,-2.35613,-0.000380283,1.57212,0.785191
8.88534,0.000669082,-0.785103,-0.000140733,-2.35613,-0.000380928,1.57213,0.78519
8.93556,0.000669761,-0.785105,-0.000140736,-2.35613,-0.00038054,1.57213,0.785192
8.98593,0.000668281,-0.785105,-0.00013688,-2.35613,-0.000380085,1.57213,0.785192
9.03607,0.000667701,-0.785105,-0.000135447,-2.35613,-0.000384344,1.57212,0.785186
9.0862,0.000670465,-0.785107,-0.000139066,-2.35613,-0.000382651,1.57213,0.785185
9.13643,0.00066783,-0.785109,-0.000139066,-2.35613,-0.00038227,1.57212,0.785193
9.18665,0.000672005,-0.785106,-0.000140736,-2.35613,-0.000383638,1.57212,0.785186
9.23678,0.000669849,-0.785103,-0.000139066,-2.35613,-0.000384942,1.57213,0.78519
9.28894,0.000668632,-0.785107,-0.000137117,-2.35613,-0.000384141,1.57212,0.78519
9.33909,0.000670581,-0.785107,-0.000137117,-2.35613,-0.000385052,1.57212,0.785189
9.38927,0.000673919,-0.785107,-0.000139066,-2.35613,-0.000386727,1.57213,0.785192
9.43938,0.000666501,-0.785105,-0.000139145,-2.35613,-0.000388548,1.57213,0.785188
9.48951,0.000668359,-0.785105,-0.000139066,-2.35613,-0.00038507,1.57213,0.785191
9.53965,0.000666262,-0.785107,-0.000137117,-2.35613,-0.000383381,1.57213,0.785191
9.58985,0.000665791,-0.785109,-0.000139066,-2.35613,-0.000388371,1.57213,0.785187
9.64002,0.000675157,-0.785104,-0.000137117,-2.35613,-0.000385143,1.57213,0.785191
9.69028,0.000668395,-0.785104,-0.00013904,-2.35613,-0.000384096,1.57212,0.785188
